Review_ID,Product,Category,Brand,Review_Text,Rating,Verified_Purchase,Review_Length
67,Smartwatch,Accessories,HP,HP Smartwatch is okay for the price,3,No,7
68,Shoes,Accessories,HP,HP Shoes is okay for the price,3,Yes,7
69,Camera,Fashion,Adidas,Adidas Camera is product stopped working,1,No,6
70,Headphones,Fashion,Apple,Apple Headphones is bad experience,2,No,5
71,Smartwatch,Electronics,Boat,Boat Smartwatch is very good quality,5,Yes,6
72,Laptop,Fashion,Dell,Dell Laptop is very good quality,5,Yes,6
73,Tablet,Electronics,HP,HP Tablet is decent performance,3,Yes,5
74,Laptop,Electronics,HP,HP Laptop is average product,3,Yes,5
75,Tablet,Accessories,Samsung,Samsung Tablet is could be better,3,Yes,6
76,Tablet,Fashion,Adidas,Adidas Tablet is great value for money,4,No,7
77,Headphones,Fashion,Dell,Dell Headphones is decent performance,3,No,5
78,Smartwatch,Fashion,Nike,Nike Smartwatch is loved it,5,Yes,5
79,Smartwatch,Fashion,Nike,Nike Smartwatch is not bad,3,No,5
80,Headphones,Electronics,Sony,Sony Headphones is average product,3,No,5
81,Smartwatch,Fashion,Apple,Apple Smartwatch is okay for the price,3,No,7
82,Smartphone,Fashion,Boat,Boat Smartphone is cheap material,2,No,5
83,Camera,Electronics,Dell,Dell Camera is average product,3,No,5
84,Smartwatch,Electronics,Dell,Dell Smartwatch is late delivery,2,No,5
85,Camera,Accessories,Adidas,Adidas Camera is cheap material,1,No,5
86,Tablet,Accessories,Sony,Sony Tablet is okay for the price,3,Yes,7
87,Camera,Fashion,Sony,Sony Camera is poor quality,1,Yes,5
88,Backpack,Fashion,Boat,Boat Backpack is loved it,5,No,5
89,Camera,Electronics,Nike,Nike Camera is late delivery,2,No,5
90,Smartwatch,Accessories,Apple,Apple Smartwatch is excellent product,5,Yes,5
91,Smartphone,Electronics,Sony,Sony Smartphone is very good quality,4,Yes,6
92,Tablet,Fashion,Nike,Nike Tablet is waste of money,1,Yes,6
93,Laptop,Fashion,Sony,Sony Laptop is could be better,3,Yes,6
94,Shoes,Fashion,HP,HP Shoes is average product,3,Yes,5
95,Shoes,Accessories,Apple,Apple Shoes is very good quality,4,Yes,6
96,Laptop,Electronics,Adidas,Adidas Laptop is late delivery,2,No,5
97,Backpack,Accessories,Dell,Dell Backpack is waste of money,2,Yes,6
98,Tablet,Fashion,Dell,Dell Tablet is not satisfied,2,No,5
99,Shoes,Electronics,Dell,Dell Shoes is bad experience,1,No,5
100,Camera,Electronics,Adidas,Adidas Camera is could be better,3,No,6
101,Smartwatch,Fashion,Adidas,Adidas Smartwatch is not satisfied,2,No,5
102,Smartwatch,Electronics,Apple,Apple Smartwatch is product stopped working,1,No,6
103,Tablet,Electronics,Dell,Dell Tablet is bad experience,2,Yes,5
104,Smartwatch,Accessories,Nike,Nike Smartwatch is bad experience,2,No,5
105,Backpack,Accessories,Adidas,Adidas Backpack is very disappointed,2,No,5
106,Smartwatch,Accessories,Apple,Apple Smartwatch is product stopped working,2,Yes,6
107,Smartwatch,Accessories,Boat,Boat Smartwatch is waste of money,1,No,6
108,Smartwatch,Electronics,Nike,Nike Smartwatch is product stopped working,1,No,6
109,Headphones,Electronics,Nike,Nike Headphones is loved it,4,Yes,5
110,Headphones,Electronics,Dell,Dell Headphones is not bad,3,Yes,5
111,Tablet,Fashion,Dell,Dell Tablet is not bad,3,No,5
112,Tablet,Electronics,Apple,Apple Tablet is excellent product,5,No,5
113,Headphones,Accessories,Sony,Sony Headphones is waste of money,1,No,6
114,Camera,Accessories,Boat,Boat Camera is very good quality,4,No,6
115,Camera,Accessories,Nike,Nike Camera is cheap material,2,Yes,5
116,Smartwatch,Fashion,Boat,Boat Smartwatch is average product,3,Yes,5
117,Laptop,Electronics,Sony,Sony Laptop is very good quality,4,No,6
118,Smartphone,Fashion,Boat,Boat Smartphone is cheap material,2,No,5
119,Laptop,Fashion,Boat,Boat Laptop is decent performance,3,Yes,5
120,Headphones,Electronics,Nike,Nike Headphones is waste of money,1,Yes,6
121,Shoes,Electronics,Dell,Dell Shoes is highly recommended,5,No,5
122,Camera,Accessories,Nike,Nike Camera is not bad,3,No,5
123,Camera,Accessories,Adidas,Adidas Camera is waste of money,1,No,6
124,Smartphone,Accessories,Nike,Nike Smartphone is worth the price,4,Yes,6
125,Shoes,Accessories,Sony,Sony Shoes is great value for money,5,No,7
126,Laptop,Fashion,Dell,Dell Laptop is decent performance,3,No,5
127,Headphones,Fashion,Adidas,Adidas Headphones is very disappointed,1,No,5
128,Tablet,Fashion,Apple,Apple Tablet is late delivery,1,No,5
129,Smartphone,Fashion,Dell,Dell Smartphone is waste of money,2,Yes,6
130,Tablet,Electronics,Samsung,Samsung Tablet is awesome performance,5,No,5
131,Shoes,Accessories,Dell,Dell Shoes is okay for the price,3,No,7
132,Headphones,Accessories,Nike,Nike Headphones is excellent product,4,Yes,5
133,Laptop,Electronics,Boat,Boat Laptop is decent performance,3,No,5
134,Shoes,Fashion,Nike,Nike Shoes is highly recommended,5,No,5
135,Headphones,Electronics,HP,HP Headphones is bad experience,2,Yes,5
136,Backpack,Electronics,Nike,Nike Backpack is loved it,5,No,5
137,Tablet,Fashion,Sony,Sony Tablet is not bad,3,No,5
138,Tablet,Electronics,Adidas,Adidas Tablet is very disappointed,2,Yes,5
139,Smartwatch,Electronics,HP,HP Smartwatch is decent performance,3,No,5
140,Camera,Accessories,HP,HP Camera is decent performance,3,Yes,5
141,Backpack,Fashion,Apple,Apple Backpack is poor quality,1,Yes,5
142,Smartphone,Fashion,Sony,Sony Smartphone is decent performance,3,Yes,5
143,Backpack,Accessories,HP,HP Backpack is great value for money,5,Yes,7
144,Tablet,Accessories,Samsung,Samsung Tablet is late delivery,2,Yes,5
145,Laptop,Electronics,HP,HP Laptop is loved it,4,Yes,5
146,Smartphone,Fashion,Samsung,Samsung Smartphone is not satisfied,2,Yes,5
147,Camera,Electronics,Sony,Sony Camera is very disappointed,2,No,5
148,Headphones,Electronics,Sony,Sony Headphones is okay for the price,3,No,7
149,Tablet,Electronics,Sony,Sony Tablet is okay for the price,3,No,7
150,Tablet,Accessories,Nike,Nike Tablet is not bad,3,Yes,5
151,Laptop,Fashion,Dell,Dell Laptop is product stopped working,1,No,6
152,Shoes,Fashion,Dell,Dell Shoes is decent performance,3,Yes,5
153,Smartwatch,Accessories,HP,HP Smartwatch is cheap material,1,No,5
154,Shoes,Accessories,Samsung,Samsung Shoes is not bad,3,No,5
155,Tablet,Electronics,Nike,Nike Tablet is poor quality,1,No,5
156,Headphones,Accessories,Apple,Apple Headphones is very good quality,5,Yes,6
157,Backpack,Electronics,Sony,Sony Backpack is cheap material,1,No,5
158,Smartwatch,Accessories,Sony,Sony Smartwatch is late delivery,1,No,5
159,Shoes,Fashion,Sony,Sony Shoes is could be better,3,No,6
160,Tablet,Electronics,Apple,Apple Tablet is very disappointed,1,Yes,5
161,Backpack,Fashion,Apple,Apple Backpack is decent performance,3,Yes,5
162,Backpack,Accessories,Nike,Nike Backpack is waste of money,2,No,6
163,Laptop,Fashion,Boat,Boat Laptop is not bad,3,Yes,5
164,Backpack,Accessories,Boat,Boat Backpack is could be better,3,Yes,6
165,Shoes,Electronics,HP,HP Shoes is decent performance,3,Yes,5
166,Tablet,Electronics,Apple,Apple Tablet is excellent product,5,Yes,5
167,Camera,Fashion,Dell,Dell Camera is okay for the price,3,No,7
168,Camera,Fashion,Apple,Apple Camera is okay for the price,3,No,7
169,Smartwatch,Fashion,Dell,Dell Smartwatch is poor quality,2,Yes,5
170,Backpack,Fashion,Samsung,Samsung Backpack is waste of money,2,No,6
171,Laptop,Accessories,Boat,Boat Laptop is worth the price,5,Yes,6
172,Headphones,Electronics,Boat,Boat Headphones is awesome performance,4,Yes,5
173,Smartwatch,Electronics,Adidas,Adidas Smartwatch is okay for the price,3,Yes,7
174,Shoes,Electronics,Sony,Sony Shoes is not satisfied,1,Yes,5
175,Smartwatch,Electronics,Adidas,Adidas Smartwatch is excellent product,5,Yes,5
176,Camera,Accessories,Apple,Apple Camera is poor quality,1,Yes,5
177,Laptop,Accessories,Dell,Dell Laptop is cheap material,2,Yes,5
178,Shoes,Accessories,Dell,Dell Shoes is average product,3,Yes,5
179,Camera,Fashion,Apple,Apple Camera is great value for money,5,No,7
180,Headphones,Electronics,Apple,Apple Headphones is worth the price,5,No,6
181,Backpack,Accessories,HP,HP Backpack is could be better,3,No,6
182,Laptop,Fashion,Boat,Boat Laptop is late delivery,1,No,5
183,Tablet,Fashion,HP,HP Tablet is fast delivery,5,Yes,5
184,Shoes,Electronics,Adidas,Adidas Shoes is late delivery,2,No,5
185,Laptop,Electronics,HP,HP Laptop is worth the price,4,No,6
186,Laptop,Fashion,HP,HP Laptop is excellent product,5,No,5
187,Shoes,Fashion,Nike,Nike Shoes is average product,3,Yes,5
188,Smartwatch,Accessories,Sony,Sony Smartwatch is could be better,3,No,6
189,Backpack,Fashion,Apple,Apple Backpack is worth the price,5,Yes,6
190,Smartphone,Fashion,Sony,Sony Smartphone is poor quality,2,No,5
191,Headphones,Accessories,Sony,Sony Headphones is very disappointed,1,No,5
192,Laptop,Fashion,Boat,Boat Laptop is highly recommended,4,No,5
193,Backpack,Accessories,Nike,Nike Backpack is very disappointed,1,No,5
194,Laptop,Electronics,Samsung,Samsung Laptop is could be better,3,Yes,6
195,Laptop,Fashion,Nike,Nike Laptop is average product,3,No,5
196,Shoes,Accessories,Boat,Boat Shoes is cheap material,2,Yes,5
197,Shoes,Accessories,Dell,Dell Shoes is late delivery,1,No,5
198,Smartphone,Electronics,Samsung,Samsung Smartphone is very good quality,5,No,6
199,Shoes,Electronics,Adidas,Adidas Shoes is highly recommended,5,Yes,5
200,Headphones,Accessories,HP,HP Headphones is late delivery,1,Yes,5
201,Backpack,Fashion,Apple,Apple Backpack is could be better,3,Yes,6
202,Laptop,Accessories,Adidas,Adidas Laptop is poor quality,2,No,5
203,Camera,Electronics,Nike,Nike Camera is decent performance,3,No,5
204,Tablet,Electronics,Adidas,Adidas Tablet is awesome performance,4,No,5
205,Camera,Fashion,Apple,Apple Camera is very good quality,5,No,6
206,Smartwatch,Electronics,Adidas,Adidas Smartwatch is not bad,3,Yes,5
207,Smartwatch,Fashion,Adidas,Adidas Smartwatch is average product,3,Yes,5
208,Shoes,Electronics,Boat,Boat Shoes is worth the price,4,Yes,6
209,Headphones,Fashion,Dell,Dell Headphones is average product,3,No,5
210,Backpack,Electronics,Adidas,Adidas Backpack is could be better,3,No,6
211,Shoes,Accessories,Nike,Nike Shoes is great value for money,5,Yes,7
212,Tablet,Electronics,Dell,Dell Tablet is waste of money,2,Yes,6
213,Laptop,Fashion,HP,HP Laptop is product stopped working,1,Yes,6
214,Tablet,Electronics,Sony,Sony Tablet is bad experience,2,No,5
215,Headphones,Electronics,Samsung,Samsung Headphones is awesome performance,4,No,5
216,Backpack,Fashion,Nike,Nike Backpack is not satisfied,2,No,5
217,Laptop,Electronics,Adidas,Adidas Laptop is poor quality,2,No,5
218,Backpack,Accessories,Apple,Apple Backpack is product stopped working,1,Yes,6
219,Headphones,Fashion,Apple,Apple Headphones is product stopped working,2,No,6
220,Headphones,Accessories,Apple,Apple Headphones is not bad,3,No,5
221,Smartphone,Fashion,Adidas,Adidas Smartphone is not bad,3,Yes,5
222,Smartwatch,Electronics,Boat,Boat Smartwatch is awesome performance,5,Yes,5
223,Smartphone,Accessories,Adidas,Adidas Smartphone is loved it,4,Yes,5
224,Headphones,Electronics,Sony,Sony Headphones is decent performance,3,Yes,5
225,Smartphone,Fashion,HP,HP Smartphone is decent performance,3,Yes,5
226,Smartwatch,Fashion,Boat,Boat Smartwatch is product stopped working,2,No,6
227,Tablet,Fashion,Nike,Nike Tablet is awesome performance,5,No,5
228,Shoes,Accessories,Samsung,Samsung Shoes is very good quality,4,No,6
229,Shoes,Electronics,Apple,Apple Shoes is waste of money,1,No,6
230,Laptop,Fashion,Boat,Boat Laptop is not satisfied,2,No,5
231,Camera,Electronics,Adidas,Adidas Camera is fast delivery,4,No,5
232,Smartphone,Electronics,Adidas,Adidas Smartphone is awesome performance,4,No,5
233,Shoes,Accessories,Dell,Dell Shoes is highly recommended,4,Yes,5
234,Tablet,Electronics,Samsung,Samsung Tablet is decent performance,3,Yes,5
235,Camera,Fashion,Apple,Apple Camera is bad experience,1,Yes,5
236,Smartwatch,Accessories,HP,HP Smartwatch is waste of money,1,No,6
237,Smartphone,Accessories,Boat,Boat Smartphone is worth the price,5,Yes,6
238,Backpack,Accessories,Boat,Boat Backpack is late delivery,1,No,5
239,Laptop,Fashion,Samsung,Samsung Laptop is worth the price,5,No,6
240,Shoes,Fashion,Samsung,Samsung Shoes is fast delivery,5,Yes,5
241,Backpack,Electronics,Sony,Sony Backpack is bad experience,1,No,5
242,Headphones,Accessories,Dell,Dell Headphones is not bad,3,No,5
243,Headphones,Accessories,Apple,Apple Headphones is okay for the price,3,No,7
244,Smartphone,Electronics,Boat,Boat Smartphone is loved it,4,No,5
245,Shoes,Accessories,Samsung,Samsung Shoes is late delivery,2,Yes,5
246,Backpack,Electronics,Nike,Nike Backpack is very disappointed,1,No,5
247,Camera,Electronics,Adidas,Adidas Camera is late delivery,2,No,5
248,Backpack,Electronics,Nike,Nike Backpack is decent performance,3,No,5
249,Shoes,Electronics,Adidas,Adidas Shoes is fast delivery,4,Yes,5
250,Tablet,Electronics,HP,HP Tablet is product stopped working,2,No,6
251,Backpack,Fashion,HP,HP Backpack is cheap material,1,Yes,5
252,Headphones,Electronics,Samsung,Samsung Headphones is fast delivery,5,No,5
253,Smartwatch,Fashion,Adidas,Adidas Smartwatch is highly recommended,4,No,5
254,Headphones,Fashion,Dell,Dell Headphones is average product,3,No,5
255,Backpack,Fashion,HP,HP Backpack is waste of money,1,No,6
256,Headphones,Accessories,Dell,Dell Headphones is worth the price,4,No,6
257,Shoes,Accessories,Nike,Nike Shoes is average product,3,No,5
258,Smartwatch,Electronics,Apple,Apple Smartwatch is loved it,5,Yes,5
259,Laptop,Accessories,Adidas,Adidas Laptop is not satisfied,2,No,5
260,Shoes,Electronics,Nike,Nike Shoes is average product,3,Yes,5
261,Smartwatch,Electronics,Sony,Sony Smartwatch is bad experience,1,No,5
262,Tablet,Accessories,Sony,Sony Tablet is awesome performance,5,Yes,5
263,Tablet,Fashion,HP,HP Tablet is loved it,5,Yes,5
264,Tablet,Accessories,Dell,Dell Tablet is awesome performance,4,No,5
265,Camera,Electronics,Samsung,Samsung Camera is highly recommended,4,Yes,5
266,Backpack,Fashion,Boat,Boat Backpack is not satisfied,1,No,5
267,Shoes,Accessories,Sony,Sony Shoes is loved it,4,No,5
268,Laptop,Accessories,Sony,Sony Laptop is could be better,3,Yes,6
269,Smartphone,Electronics,Apple,Apple Smartphone is awesome performance,4,No,5
270,Camera,Fashion,Samsung,Samsung Camera is okay for the price,3,No,7
271,Tablet,Accessories,Boat,Boat Tablet is not bad,3,No,5
272,Smartphone,Fashion,Sony,Sony Smartphone is cheap material,1,No,5
273,Backpack,Fashion,Sony,Sony Backpack is cheap material,1,No,5
274,Camera,Fashion,Sony,Sony Camera is not bad,3,Yes,5
275,Laptop,Fashion,Nike,Nike Laptop is bad experience,2,Yes,5
276,Shoes,Accessories,HP,HP Shoes is worth the price,4,No,6
277,Backpack,Electronics,Boat,Boat Backpack is highly recommended,5,No,5
278,Tablet,Fashion,Nike,Nike Tablet is decent performance,3,Yes,5
279,Smartwatch,Accessories,Boat,Boat Smartwatch is fast delivery,5,No,5
280,Tablet,Fashion,Dell,Dell Tablet is excellent product,5,Yes,5
281,Shoes,Fashion,Adidas,Adidas Shoes is fast delivery,4,No,5
282,Smartwatch,Accessories,Adidas,Adidas Smartwatch is fast delivery,4,No,5
283,Shoes,Electronics,Apple,Apple Shoes is fast delivery,5,Yes,5
284,Backpack,Electronics,Sony,Sony Backpack is very disappointed,2,No,5
285,Smartphone,Electronics,Samsung,Samsung Smartphone is average product,3,No,5
286,Headphones,Accessories,Adidas,Adidas Headphones is cheap material,1,No,5
287,Backpack,Accessories,Dell,Dell Backpack is fast delivery,5,No,5
288,Backpack,Fashion,Apple,Apple Backpack is poor quality,2,No,5
289,Tablet,Accessories,Nike,Nike Tablet is average product,3,Yes,5
290,Tablet,Accessories,Sony,Sony Tablet is average product,3,No,5
291,Laptop,Electronics,Boat,Boat Laptop is very good quality,4,No,6
292,Camera,Fashion,Boat,Boat Camera is late delivery,1,No,5
293,Headphones,Accessories,Boat,Boat Headphones is average product,3,No,5
294,Camera,Electronics,Adidas,Adidas Camera is decent performance,3,No,5
295,Backpack,Accessories,Nike,Nike Backpack is not bad,3,No,5
296,Shoes,Fashion,Boat,Boat Shoes is very good quality,5,No,6
297,Tablet,Fashion,Adidas,Adidas Tablet is okay for the price,3,No,7
298,Shoes,Accessories,Apple,Apple Shoes is not bad,3,No,5
299,Shoes,Fashion,Samsung,Samsung Shoes is very disappointed,1,Yes,5
300,Tablet,Electronics,Boat,Boat Tablet is cheap material,2,No,5
301,Headphones,Accessories,Apple,Apple Headphones is not bad,3,Yes,5
302,Smartwatch,Electronics,Samsung,Samsung Smartwatch is excellent product,4,No,5
303,Headphones,Accessories,Samsung,Samsung Headphones is cheap material,1,Yes,5
304,Smartwatch,Fashion,Nike,Nike Smartwatch is cheap material,2,No,5
305,Laptop,Accessories,Boat,Boat Laptop is average product,3,Yes,5
306,Smartphone,Fashion,HP,HP Smartphone is fast delivery,4,Yes,5
307,Smartphone,Fashion,Samsung,Samsung Smartphone is not bad,3,Yes,5
308,Tablet,Accessories,Sony,Sony Tablet is product stopped working,2,No,6
309,Backpack,Accessories,Sony,Sony Backpack is bad experience,1,No,5
310,Headphones,Accessories,Samsung,Samsung Headphones is not bad,3,No,5
311,Camera,Accessories,HP,HP Camera is bad experience,1,No,5
312,Headphones,Fashion,Sony,Sony Headphones is fast delivery,4,No,5
313,Camera,Fashion,Boat,Boat Camera is excellent product,5,No,5
314,Shoes,Accessories,Adidas,Adidas Shoes is product stopped working,1,Yes,6
315,Shoes,Fashion,Sony,Sony Shoes is worth the price,5,No,6
316,Shoes,Accessories,Adidas,Adidas Shoes is average product,3,Yes,5
317,Headphones,Accessories,Dell,Dell Headphones is highly recommended,5,No,5
318,Smartwatch,Accessories,Apple,Apple Smartwatch is cheap material,1,No,5
319,Laptop,Electronics,Apple,Apple Laptop is not bad,3,Yes,5
320,Headphones,Fashion,Sony,Sony Headphones is could be better,3,No,6
321,Laptop,Electronics,Dell,Dell Laptop is very good quality,5,No,6
322,Smartphone,Accessories,Dell,Dell Smartphone is fast delivery,5,No,5
323,Camera,Electronics,Nike,Nike Camera is average product,3,Yes,5
324,Smartphone,Fashion,HP,HP Smartphone is average product,3,Yes,5
325,Laptop,Electronics,Dell,Dell Laptop is average product,3,No,5
326,Camera,Fashion,Adidas,Adidas Camera is not satisfied,1,No,5
327,Headphones,Electronics,Adidas,Adidas Headphones is late delivery,1,Yes,5
328,Headphones,Electronics,Boat,Boat Headphones is decent performance,3,Yes,5
329,Camera,Electronics,Boat,Boat Camera is cheap material,2,No,5
330,Smartwatch,Electronics,Apple,Apple Smartwatch is not satisfied,2,No,5
331,Smartwatch,Electronics,Boat,Boat Smartwatch is average product,3,Yes,5
332,Tablet,Electronics,Samsung,Samsung Tablet is average product,3,Yes,5
333,Smartwatch,Electronics,Samsung,Samsung Smartwatch is cheap material,1,No,5
334,Smartwatch,Electronics,Nike,Nike Smartwatch is awesome performance,5,Yes,5
335,Smartphone,Accessories,Sony,Sony Smartphone is product stopped working,2,No,6
336,Smartphone,Accessories,Adidas,Adidas Smartphone is decent performance,3,No,5
337,Camera,Electronics,HP,HP Camera is not bad,3,No,5
338,Smartwatch,Fashion,Boat,Boat Smartwatch is not satisfied,2,Yes,5
339,Camera,Fashion,Sony,Sony Camera is poor quality,2,Yes,5
340,Laptop,Fashion,Dell,Dell Laptop is bad experience,2,Yes,5
341,Smartphone,Fashion,Nike,Nike Smartphone is okay for the price,3,Yes,7
342,Tablet,Fashion,Boat,Boat Tablet is very good quality,4,No,6
343,Laptop,Electronics,Dell,Dell Laptop is very good quality,4,Yes,6
344,Shoes,Fashion,HP,HP Shoes is bad experience,2,No,5
345,Tablet,Electronics,Dell,Dell Tablet is product stopped working,2,No,6
346,Backpack,Electronics,HP,HP Backpack is bad experience,2,Yes,5
347,Smartphone,Accessories,Nike,Nike Smartphone is okay for the price,3,No,7
348,Backpack,Fashion,Boat,Boat Backpack is not satisfied,1,Yes,5
349,Tablet,Fashion,Dell,Dell Tablet is very disappointed,2,Yes,5
350,Headphones,Accessories,Sony,Sony Headphones is not bad,3,No,5
351,Laptop,Electronics,Samsung,Samsung Laptop is excellent product,4,No,5
352,Headphones,Electronics,Samsung,Samsung Headphones is very good quality,4,No,6
353,Tablet,Electronics,Samsung,Samsung Tablet is poor quality,2,No,5
354,Shoes,Accessories,Samsung,Samsung Shoes is excellent product,5,No,5
355,Headphones,Electronics,Boat,Boat Headphones is worth the price,4,No,6
356,Laptop,Fashion,Adidas,Adidas Laptop is product stopped working,2,No,6
357,Smartwatch,Accessories,Nike,Nike Smartwatch is okay for the price,3,Yes,7
358,Laptop,Fashion,HP,HP Laptop is average product,3,No,5
359,Smartphone,Accessories,Samsung,Samsung Smartphone is decent performance,3,Yes,5
360,Backpack,Accessories,Apple,Apple Backpack is great value for money,5,Yes,7
361,Shoes,Electronics,Samsung,Samsung Shoes is very good quality,5,No,6
362,Smartphone,Fashion,Sony,Sony Smartphone is could be better,3,Yes,6
363,Laptop,Electronics,Nike,Nike Laptop is highly recommended,5,Yes,5
364,Backpack,Accessories,HP,HP Backpack is decent performance,3,Yes,5
365,Backpack,Electronics,Samsung,Samsung Backpack is average product,3,No,5
366,Camera,Electronics,Adidas,Adidas Camera is worth the price,5,No,6
367,Backpack,Fashion,HP,HP Backpack is cheap material,1,Yes,5
368,Camera,Accessories,Apple,Apple Camera is could be better,3,No,6
369,Shoes,Fashion,Sony,Sony Shoes is worth the price,4,Yes,6
370,Backpack,Electronics,Adidas,Adidas Backpack is decent performance,3,Yes,5
371,Backpack,Electronics,Nike,Nike Backpack is loved it,5,Yes,5
372,Tablet,Electronics,HP,HP Tablet is highly recommended,5,Yes,5
373,Backpack,Electronics,HP,HP Backpack is awesome performance,4,No,5
374,Smartwatch,Accessories,Sony,Sony Smartwatch is late delivery,1,No,5
375,Shoes,Fashion,Nike,Nike Shoes is highly recommended,5,Yes,5
376,Shoes,Fashion,HP,HP Shoes is highly recommended,5,No,5
377,Smartwatch,Accessories,Dell,Dell Smartwatch is awesome performance,5,Yes,5
378,Shoes,Fashion,Samsung,Samsung Shoes is waste of money,1,No,6
379,Backpack,Fashion,Dell,Dell Backpack is decent performance,3,No,5
380,Headphones,Fashion,Nike,Nike Headphones is could be better,3,Yes,6
